The evolution of realized niches within freshwater Synechococcus;PRJNA544938;Fresh Water;microbiology;;;;
The evolution of realized niches within freshwater Synechococcus;PRJNA544938;Phylogeny;;;;;
The evolution of realized niches within freshwater Synechococcus;PRJNA544938;RNA, Ribosomal, 16S;;;;;
The evolution of realized niches within freshwater Synechococcus;PRJNA544938;Synechococcus;classification;genetics;physiology;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Computational Biology;methods;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Humans;;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Immunocompromised Host;;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Immunosuppression;adverse effects;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Metagenome;;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Metagenomics;methods;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Microbiota;;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Neoplasms;virology;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Oncogenic Viruses;genetics;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Probability;;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Sequence Analysis, RNA;;;;;
No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects;PRJNA544407;Viruses;genetics;;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Animals;;;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Bacteroidetes;isolation &amp; purification;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Cecum;drug effects;microbiology;pathology;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Chickens;microbiology;;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Dose-Response Relationship, Drug;;;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Environmental Pollutants;toxicity;;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Gastrointestinal Microbiome;drug effects;genetics;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Male;;;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Mercuric Chloride;toxicity;;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Microbiota;genetics;;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;Proteobacteria;isolation &amp; purification;;;
Effects of subchronic exposure of mercuric chloride on intestinal histology and microbiota in the cecum of chicken;PRJNA543713;RNA, Ribosomal, 16S;genetics;;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Adult;;;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Bacteria;classification;genetics;isolation &amp; purification;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Cross-Sectional Studies;;;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;DNA, Bacterial;analysis;genetics;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Endometrium;metabolism;microbiology;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Female;;;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Humans;;;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Hysterectomy;;;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Microbiota;genetics;;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;Middle Aged;;;;;
Does the endometrial cavity have a molecular microbial signature?;PRJNA543861;RNA, Ribosomal, 16S;genetics;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Adolescent;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Adult;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Aged;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Bacteria;classification;genetics;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Child;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Cluster Analysis;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;DNA, Bacterial;chemistry;genetics;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;DNA, Ribosomal;chemistry;genetics;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Female;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Health Status;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Humans;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Male;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Microbiota;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Middle Aged;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Mouth Mucosa;microbiology;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Phylogeny;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;RNA, Ribosomal, 16S;genetics;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Sequence Analysis, DNA;;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Skin;microbiology;;;;
New Insights into the Intrinsic and Extrinsic Factors That Shape the Human Skin Microbiome;PRJNA542898;Young Adult;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Ammonia;metabolism;pharmacology;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Autotrophic Processes;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Bacteria;classification;drug effects;isolation &amp; purification;metabolism
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Heterotrophic Processes;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Metabolic Networks and Pathways;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Metagenome;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Microbiota;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Nitrification;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Nitrites;metabolism;pharmacology;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Nitrogen Cycle;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Oxidation-Reduction;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Ribotyping;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Saline Waters;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Species Specificity;;;;;
Microbial community profiling of ammonia and nitrite oxidizing bacterial enrichments from brackishwater ecosystems for mitigating nitrogen species;PRJNA542210;Water Microbiology;;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Anemia;complications;therapy;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Animals;;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Animals, Newborn;;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Cecum;pathology;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Colon;pathology;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Disease Models, Animal;;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Enterocolitis, Necrotizing;etiology;pathology;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Erythrocyte Transfusion;adverse effects;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Humans;;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Ileum;pathology;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Infant, Newborn;;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Infant, Newborn, Diseases;etiology;pathology;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Infant, Premature;;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Intestinal Mucosa;pathology;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Macrophages;immunology;metabolism;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Mice;;;;;
A murine neonatal model of necrotizing enterocolitis caused by anemia and red blood cell transfusions;PRJNA541440;Toll-Like Receptor 4;immunology;metabolism;;;
A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater;PRJNA541100;Bioreactors;;;;;
A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater;PRJNA541100;Ferrous Compounds;;;;;
A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater;PRJNA541100;Microbiota;;;;;
A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater;PRJNA541100;Phosphorus;analysis;;;;
A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater;PRJNA541100;Sewage;;;;;
A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater;PRJNA541100;Waste Disposal, Fluid;methods;;;;
A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater;PRJNA541100;Waste Water;chemistry;;;;
A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater;PRJNA541100;Water Pollutants, Chemical;analysis;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Animals;;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Disease Susceptibility;microbiology;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Dysbiosis;microbiology;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Female;;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Gastrointestinal Microbiome;;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Macaca mulatta;microbiology;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Male;;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Metagenomics;;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Mycobacterium tuberculosis;pathogenicity;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Prospective Studies;;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;RNA, Ribosomal, 16S;genetics;;;;
Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques;PRJNA541010;Tuberculosis;microbiology;;;;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Animals;;;;;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Cultured Milk Products;analysis;microbiology;;;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Fermentation;;;;;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Food Microbiology;;;;;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Italy;;;;;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Lactobacillus;classification;isolation &amp; purification;metabolism;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Probiotics;classification;isolation &amp; purification;metabolism;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Streptococcus thermophilus;isolation &amp; purification;metabolism;;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Yeasts;classification;isolation &amp; purification;metabolism;
Microbiological characterization of Gioddu, an Italian fermented milk;PRJNA558209;Yogurt;microbiology;;;;
Variations in bacterioplankton communities in aquaculture ponds and the influencing factors during the peak period of culture;PRJNA540094;Aquaculture;;;;;
Variations in bacterioplankton communities in aquaculture ponds and the influencing factors during the peak period of culture;PRJNA540094;Aquatic Organisms;;;;;
Variations in bacterioplankton communities in aquaculture ponds and the influencing factors during the peak period of culture;PRJNA540094;Bacteria;;;;;
Variations in bacterioplankton communities in aquaculture ponds and the influencing factors during the peak period of culture;PRJNA540094;Fresh Water;;;;;
Variations in bacterioplankton communities in aquaculture ponds and the influencing factors during the peak period of culture;PRJNA540094;High-Throughput Nucleotide Sequencing;;;;;
Variations in bacterioplankton communities in aquaculture ponds and the influencing factors during the peak period of culture;PRJNA540094;Plankton;growth &amp; development;;;
Variations in bacterioplankton communities in aquaculture ponds and the influencing factors during the peak period of culture;PRJNA540094;Ponds;microbiology;;;;
Variations in bacterioplankton communities in aquaculture ponds and the influencing factors during the peak period of culture;PRJNA540094;RNA, Ribosomal, 16S;;;;;
Importance of soil texture to the fate of pathogens introduced by irrigation with treated wastewater;PRJNA561420;Agricultural Irrigation;;;;;
Importance of soil texture to the fate of pathogens introduced by irrigation with treated wastewater;PRJNA561420;Israel;;;;;
Importance of soil texture to the fate of pathogens introduced by irrigation with treated wastewater;PRJNA561420;Models, Theoretical;;;;;
Importance of soil texture to the fate of pathogens introduced by irrigation with treated wastewater;PRJNA561420;Particle Size;;;;;
Importance of soil texture to the fate of pathogens introduced by irrigation with treated wastewater;PRJNA561420;Soil;chemistry;;;;
Importance of soil texture to the fate of pathogens introduced by irrigation with treated wastewater;PRJNA561420;Soil Microbiology;standards;;;;
Importance of soil texture to the fate of pathogens introduced by irrigation with treated wastewater;PRJNA561420;Waste Water;microbiology;;;;
Importance of soil texture to the fate of pathogens introduced by irrigation with treated wastewater;PRJNA561420;Water Purification;methods;;;;
The fate of pathogens in treated wastewater-soil-crops continuum and the effect of physical barriers;PRJNA561420;Agricultural Irrigation;;;;;
The fate of pathogens in treated wastewater-soil-crops continuum and the effect of physical barriers;PRJNA561420;Agriculture;methods;;;;
The fate of pathogens in treated wastewater-soil-crops continuum and the effect of physical barriers;PRJNA561420;Environmental Monitoring;;;;;
The fate of pathogens in treated wastewater-soil-crops continuum and the effect of physical barriers;PRJNA561420;Soil Microbiology;;;;;
The fate of pathogens in treated wastewater-soil-crops continuum and the effect of physical barriers;PRJNA561420;Waste Disposal, Fluid;methods;;;;
The fate of pathogens in treated wastewater-soil-crops continuum and the effect of physical barriers;PRJNA561420;Waste Water;microbiology;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Animals;;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Biomarkers;blood;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Chemical and Drug Induced Liver Injury;pathology;prevention &amp; control;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Cytokines;blood;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Feces;chemistry;microbiology;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Galactosamine;administration &amp; dosage;toxicity;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Gastrointestinal Microbiome;drug effects;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Intestines;drug effects;microbiology;pathology;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Lactobacillus helveticus;physiology;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Liver;drug effects;pathology;physiopathology;;
